prime_mover,rowid,CHP_fixed_adj,CHP_variable_adj,age_fixed_adj,age_obs_fixed_adj,age_obs_variable_adj,age_variable_adj,capacity_adj,duct_burners_fixed_adj,fluidized_bed_variable_adj,gas_age_fixed_adj,gas_age_variable_adj,gas_fixed_adj,gas_pollution_fixed_adj,gas_starts_adj,gen_adj,oil_age_fixed_adj,oil_fixed_adj,oil_starts_adj,oil_variable_adj,pollution_fixed_adj,pollution_variable_adj,pulverized_coal_fixed_adj,starts_adj,supercritical_fixed_adj,supercritical_variable_adj,real_opex
ST,561,0,0,-1017.5318495263064,2890.0121949593404,16709727.300014513,-5883255.355918382,264.75469129894634,0,0,-0,-0,0,0,0,1530782.0156333835,-1.6802502480436152,0.43718939700301196,5.683462161039156,2527.7801993776325,7663.453066956891,44309228.57303413,264.75469129894634,3441.8109868863025,0,0,10096334.716240223
ST,562,0,0,-747.9623160713395,2608.0183116033495,16795221.249871142,-4816757.815347259,262.9979813122925,0,0,-0,-0,0,0,0,1693664.9810920581,-0.37728192402767136,0.13265960366301582,1.0612768293041266,854.3066528819021,7458.259300972871,48029998.30999644,262.9979813122925,2103.98385049834,0,0,10224056.411340559
ST,563,0,0,-484.8830054121277,2346.7003118035996,16866478.17748726,-3485007.6885755095,263.24701747121156,0,0,-0,-0,0,0,0,1892039.666562415,-0.23427417518959415,0.12718939868137982,1.0175151894510386,914.1504803476412,7357.551189906128,52881050.02590676,263.24701747121156,2105.9761397696925,0,0,9310304.4570139125
ST,564,0,0,-220.8212668445358,2074.2878329872924,14724513.701475454,-1567519.0865613369,262.0662853679033,0,0,-0,-0,0,0,0,1860300.4598629917,-0.1928380709641913,0.228856385334827,3.432845780022405,1624.557078310477,7207.629354860527,51163987.70847474,262.0662853679033,3930.994280518549,0,0,9696466.207717864
ST,565,0,0,41.7270121752525,1841.5899062064618,13464957.791598083,305090.97373727924,266.28690152094623,0,0,0,0,0,0,0,1946981.7234288203,0.022217932933889878,0.14178691956944364,0.8507215174166619,1036.6883967864421,7315.026525527476,53484504.38324967,266.28690152094623,1597.7214091256774,0,0,10549052.838915074
ST,566,0,0,311.1254747574128,1592.3430928279695,8455231.966276128,1652054.8062413812,269.13619373226095,0,0,0,0,0,0,0,1429094.6208618027,0.2828583171595086,0.24468395236738494,1.2234197618369247,1299.2549061881161,7301.192440172295,38768828.14396571,269.13619373226095,1345.6809686613046,0,0,9625859.432501676
ST,567,0,0,580.495621558392,1321.9285286381953,7546757.489140733,3313991.32744507,268.9885209387748,0,0,0,0,0,0,0,1535628.5085842076,0.5448427915145567,0.25246780714764055,1.5148068428858432,1441.3134092212854,7144.973078793416,40789935.25288471,268.9885209387748,1613.9311256326487,0,0,8213297.140868564
ST,568,0,0,852.4180027807805,1056.99037762982,5580863.137659844,4500729.912285885,269.9760387617425,0,0,0,0,0,0,0,1425461.7210001803,0.7203375001661313,0.22814377949781722,0.9125751179912689,1204.58921484305,7000.224997969652,36960882.968582675,269.9760387617425,1079.90415504697,0,0,10694819.753396202
ST,569,0,0,1137.338130832972,797.8116217988077,4718789.2263487885,6726975.1052131355,273.6156759267742,0,0,0,0,0,0,0,1618345.319177366,0.4250011043486364,0.10224484810933979,0.30673454432801933,604.7441206988217,6968.33281190301,41215360.74428469,273.6156759267742,820.8470277803226,0,0,7324880.848010394
ST,570,0,0,1419.4888577229751,527.6253239955327,2223404.302403266,5981702.336754183,275.3073565562404,0,0,0,0,0,0,0,1160140.6020754185,1.6085765104084715,0.31198057278829616,2.183864009518073,1314.6809227253964,6925.971234119254,29185927.09623694,275.3073565562404,1927.1514958936827,0,0,7995959.690472705
ST,571,0,0,-1868.3375934953428,6943.696352428839,56787261.56848977,-15279725.701563943,436.29538839233334,0,0,-1.712783659069464,-14007.567255412965,0.3999703342519166,12.917630300747826,6.799495682282582,3568131.3070515892,-0.6091556956266982,0.1422504271926779,2.4182572622755245,1163.3590824279631,14090.80135834184,115238049.27989028,436.29538839233334,7417.021602669667,0,0,17862704.261998154
ST,572,0,0,-1456.5401372611302,6617.646748872585,55702114.79798936,-12260002.53752148,443.6665703057473,0,0,-1.584630711411074,-13338.167652190992,0.4826833500482276,15.157257639273812,6.274883550626959,3734434.1831801785,-0.6073602233267132,0.18500377732823542,2.4050491052670604,1557.2154322916465,13932.049886090519,117268973.63606474,443.6665703057473,5767.665413974715,0,0,14488100.584183827
ST,573,0,0,-1016.5766079117358,6194.999537555501,49570538.71478382,-8134342.834659306,445.1551408798243,0,0,-0.39374350066468666,-3150.61806301523,0.1724188242625018,5.214110081130051,3.448376485250036,3561998.675108162,-0.556835862339276,0.24383636689789034,4.876727337957806,1951.105886628295,13461.917036358991,107718245.26872496,445.1551408798243,8903.102817596486,0,0,16296705.729531597
CC,575,0,0,-17547.197074591797,9850.04061658466,53409841.00736663,-95146105.722743,1244.457743067294,0,0,-17521.918427282144,-95009037.40127674,1242.664966235471,6412.428412193211,516948.62595395587,6747818.895863252,-25.27864730965029,1.7927768318230584,745.7951620383924,9720.967585467726,6421.679540538714,34820250.65794652,0,517694.4211159943,0,0,8798116.70130863
CC,576,0,0,-16597.251384662544,8761.453751593732,48811811.140879,-92466606.91423197,1266.8729147939866,0,0,-16595.18228339002,-92455079.53722246,1266.714979705858,6528.7823369365815,459817.5376332264,7058002.3829002585,-2.0691012725284574,0.15793508812877272,57.330436990744495,879.8879629830185,6529.596351004684,36377687.190717295,0,459874.86807021714,0,0,9845134.755034447
CC,577,0,0,-15887.3247930256,7767.31515516756,41463085.89814927,-84808907.50863403,1312.8236281466689,0,0,-15884.336828774158,-84792957.31014933,1312.5767225083405,6680.878444088692,666788.975034237,7008048.183386867,-2.9879642514421683,0.24690563832828993,125.42806427077129,1318.0190949162552,6682.135168003222,35670233.39713898,0,666914.4030985078,0,0,10118726.464715611
CC,578,0,0,-14739.517638285053,6526.051855495694,35756328.82586199,-80758022.01376803,1327.9333928801127,0,0,-14710.617552176749,-80599678.04028061,1325.3296855986314,6605.078113526583,356513.6854260318,7275765.517351583,-28.90008610830309,2.6037072814814013,700.3972587184969,14265.748385762518,6618.054273470646,36260411.35274484,0,357214.0826847503,0,0,11681145.803747242
CC,579,0,0,-13124.371516783864,5087.344020303282,29704561.748041004,-76632070.20572115,1299.4072751159258,0,0,-13111.593669911339,-76557461.46294357,1298.1421762755551,6315.33250183744,466033.0412829243,7587126.698232152,-12.77784687252431,1.2650988403705368,454.17048369302273,7386.802714969804,6321.487081798436,36910616.347413994,0,466487.2117666174,0,0,10011326.867507454
CC,580,0,0,-11268.642682063231,3610.304107944962,19006628.582391366,-59324339.35809692,1238.181760964223,0,0,-11249.63877372172,-59224292.32143149,1236.0936396740742,5906.449072897639,562422.6060517038,6518470.506777884,-19.003908341512496,2.0881212901488815,950.0951870177412,10993.020147389949,5916.426781432366,31147328.038691755,0,563372.7012387215,0,0,9156937.075483866
CC,581,0,0,-10298.172255662983,2436.0981769443174,12250289.33009405,-51785921.80601694,1271.1212273270169,0,0,-10275.919805284626,-51674021.98275925,1268.3745688585284,5986.838947330686,575842.0542617718,6392025.968309788,-22.252450378357015,2.746658468488564,1246.982944693808,13811.988879751545,5999.803415633581,30170921.87039467,0,577089.0372064656,0,0,9481242.430909371
ST,586,0,0,388.37768598173614,11534.194374403094,31592947.422199767,1063793.05002926,724.7315491571874,0,0,245.604735014549,672728.1705237873,458.3103162518073,0,155367.19720936267,1985089.290548506,142.77295096718714,266.42123290538007,90316.79795492385,729745.9822609328,0,0,0,245683.99516428652,0,0,9633885.150416665
ST,587,0,0,1101.3944559110266,10700.959644410726,29300531.85222387,3015752.269857375,717.423918891523,0,0,661.2493968685369,1810581.4486769158,430.72319015232506,0,141707.92956011495,1964394.1371190837,440.14505904248966,286.7007287391979,94324.53975519612,785021.5413966507,0,0,0,236032.4693153111,0,0,9911800.236126784
ST,588,0,0,1883.3711350134088,10341.167721910964,17588049.69461386,3203199.6779079363,743.0870569403855,0,0,1448.9143592371565,2464284.3476474965,571.6714496405074,0,158352.99155042056,1263827.493794553,434.4567757762523,171.4156072998782,47482.12322206626,291540.2109990678,0,0,0,205835.1147724868,0,0,13060100.263503062
ST,589,0,0,1139.2518916245522,919.9855261998802,0,0,71.23695430241811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333504.3261311825
ST,590,0,0,2374.665894809514,2000.505439521887,0,0,154.90451808042596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725204.0380302224
ST,591,0,0,2672.864705321157,3392.8320516745425,1483463.8102979185,1168669.1235451992,213.1828499697448,0,0,2672.864705321157,1168669.1235451992,213.1828499697448,0,7461.3997489410685,93210.93354744792,0,0,0,0,0,0,0,7461.3997489410685,0,0,4498987.572429457
ST,592,0,0,2856.802448040934,3147.7325322178317,1552144.915188918,1408687.4752035418,211.03327962418555,0,0,2856.802448040934,1408687.4752035418,211.03327962418555,0,12450.963497826948,104060.37633493984,0,0,0,0,0,0,0,12450.963497826948,0,0,4549654.931556974
ST,593,0,0,3177.426382437246,3041.8982167063973,450959.80285810994,471051.7817954853,218.58220020696666,0,0,3177.426382437246,471051.7817954853,218.58220020696666,0,7213.212606829899,32404.69565097868,0,0,0,0,0,0,0,7213.212606829899,0,0,4621919.186672375
CC,594,0,0,20734.38292387263,10325.43091862622,56358193.26554647,113172260.7293308,1745.1937265285642,0,0,20734.38292387263,113172260.7293308,1745.1937265285642,100919.09173254661,923207.4813336105,9525603.92884815,0,0,0,0,100919.09173254661,550835865.4345636,0,923207.4813336105,0,0,9013753.03208804
CC,595,0,0,22741.92708051067,8675.365458869372,44336408.888218835,116225118.43771772,1765.2797960178486,0,0,22741.92708051067,116225118.43771772,1765.2797960178486,99951.28944913828,702581.3588151038,9021656.46040219,0,0,0,0,99951.28944913828,510812052.6946938,0,702581.3588151038,0,0,10538154.778170168
CC,596,0,0,23979.570847765393,6762.828363669576,36604418.41037637,129791589.76268739,1727.3587830981207,0,0,23979.570847765393,129791589.76268739,1727.3587830981207,95472.28822142513,665033.1314927764,9349485.191881098,0,0,0,0,95472.28822142513,516752369.9739189,0,665033.1314927764,0,0,10383627.254542373
CC,597,0,0,24494.54308198034,4799.33476588977,23201648.622444313,118415115.7353304,1645.9690359072663,0,0,24494.54308198034,118415115.7353304,1645.9690359072663,89354.73498700415,704474.74736831,7957185.126148155,0,0,0,0,89354.73498700415,431971776.30840796,0,704474.74736831,0,0,10295204.06251998
CC,598,0,0,26834.7740557874,3238.411591976557,18576112.050214484,153929096.26976898,1689.7569056706252,0,0,26834.7740557874,153929096.26976898,1689.7569056706252,90613.95737382364,772218.9058914757,9692749.89477263,0,0,0,0,90613.95737382364,519777976.8513414,0,772218.9058914757,0,0,10808242.359281436
GT,599,0,0,139.38472558124423,15866.690271255999,5292043.315915498,46489.21689038234,996.9565837908573,0,0,0,0,0,0,0,332516.56995323166,139.38472558124423,996.9565837908573,343950.0214078458,332516.56995323166,86033.69252571772,28694959.042533375,0,343950.0214078458,0,0,1110666.0154370659
GT,600,0,0,1124.2078268491946,14720.474336714256,4334061.681453231,330993.82213416253,986.9040476293836,0,0,0,0,0,0,0,290568.28728905885,1124.2078268491946,986.9040476293836,305940.2547651089,290568.28728905885,82807.65607616339,24380565.525361042,0,305940.2547651089,0,0,2068855.1872119491
GT,601,0,0,2185.9292864572667,14225.536692081501,2223466.8195510283,341663.1191867823,1022.2068221095354,0,0,0,0,0,0,0,159772.03538088,2185.9292864572667,1022.2068221095354,246351.84412839805,159772.03538088,82598.38176063751,12910216.687685031,0,246351.84412839805,0,0,1412722.4874705647
GT,602,0,0,3321.2553016223,13657.771704390167,4626823.315241862,1125136.7937624233,1057.5580061540193,0,0,0,0,0,0,0,358267.3766996163,3321.2553016223,1057.5580061540193,572138.8813293244,358267.3766996163,85760.01318148141,29052794.04955795,0,572138.8813293244,0,0,930616.9778229394
GT,603,0,0,4211.292018806846,12120.864222905297,4880050.626048977,1695532.4203712088,1017.2669249577574,0,0,0,0,0,0,0,409567.6680065232,4211.292018806846,1017.2669249577574,567634.9441264286,409567.6680065232,81161.43705784992,32676871.421158377,0,567634.9441264286,0,0,2761238.0741246506
GT,604,0,0,5250.974716772041,11153.384967489585,5690142.376045207,2678899.1717347414,1021.7641984889818,0,0,0,0,0,0,0,521275.2703412369,5250.974716772041,1021.7641984889818,497599.16466413415,521275.2703412369,79025.77549779454,40316721.36042548,0,497599.16466413415,0,0,1418410.3033611334
GT,605,0,0,6389.578828405693,10322.201829208032,2430477.215517501,1504497.3946595031,1040.9122634230353,0,0,6271.473951300385,1476688.2878821397,1021.6720571042002,77416.55226060568,239071.26136238285,245094.36857199535,118.10487710530795,19.240206318834996,4502.208278607389,4530.320551131113,78874.46669374457,18571870.358395085,0,243573.46964099025,0,0,1136027.662481979
GT,606,0,0,7427.360569158161,9272.575514816894,3377380.5294212177,2705291.8502719817,1040.174510683928,0,0,7304.284081080393,2660463.2981831715,1022.9381015220259,76393.50482968274,408152.30250728835,378866.16657589056,123.07648807776718,17.236409161902056,6877.32725559892,6278.073724773009,77680.72807867207,28293905.841472346,0,415029.62976288726,0,0,1870888.5555342832
GT,607,0,0,8651.268531818412,8412.467121191223,1795901.9999859491,1846881.566950855,1062.8341805655807,0,0,8264.095487797103,1764227.4734392173,1015.2688156175369,74610.43750008056,323870.75218199426,226894.917154918,387.17304402130935,47.56536494804379,15173.35141842597,10154.302276566565,78105.9380355382,16674134.746447494,0,339044.10360042023,0,0,1711779.407021693
GT,609,0,0,-9748.044555361932,3768.955871103451,946945.252051016,-2449183.4938303973,962.6651272171576,0,0,-8980.666364251523,-2256380.723129145,886.8829311291603,76058.4248883931,244779.68899164823,241868.35895918432,-767.3781911104078,75.78219608799738,20915.886120287276,19040.178030664574,82557.45003221674,20742451.756687287,0,265695.5751119355,0,0,1319302.5409128377
GT,610,0,0,-8372.057497087162,2674.69170746131,1046678.7366662152,-3276211.0638408456,917.3062405166606,0,0,-8244.96348179145,-3226475.760517303,903.3808543850391,76094.4607980843,288178.49254882743,358966.5808143992,-127.09401529571112,13.925386131621543,4442.1981759872715,5449.377781811403,77267.43755970961,30236824.567416944,0,292620.6907248147,0,0,925981.4723125123
GT,611,0,0,-7653.715273501173,1804.781923521527,220155.55354760413,-933635.1947971539,941.7094250946254,0,0,-7035.5373303628185,-858227.0219376917,865.649109987986,72027.6103099738,134175.61204813785,114874.02276180344,-618.1779431383555,76.06031510663951,11789.348841529125,9278.1851131543,78356.32095421033,9558262.407664316,0,145964.96088966695,0,0,1482013.5687220118
CC,612,0,0,8738.815278097756,3526.231424965755,15570463.202453928,38587201.27025829,509.879662695464,0,0,8734.814185838266,38569534.00674435,509.64621279330214,0,14270.09395821246,2251429.803917774,4.00109225949059,0.23344990216186057,6.536597260532096,1030.82375294271,0,0,0,14276.630555472992,0,0,4907048.465084653
CC,613,0,0,9583.792453809281,3126.119427701415,8478837.210941471,25993701.763034355,528.3734942008061,0,0,9528.814185863426,25844586.607700963,525.3424332007202,0,155501.36022741318,1433084.3550654203,54.97826794585498,3.031061000085974,897.1940560254484,8221.01438877501,0,0,0,156398.55428343863,0,0,5937869.145918672
CC,615,0,0,8634.389319358637,3526.231424965755,15457727.987115854,37850051.612764016,509.879662695464,0,0,8633.300047247592,37845276.63631826,509.8153387837175,0,15804.275502295242,2235128.720227263,1.089272111045427,0.06432391174650823,1.994041264141755,281.97285175473894,0,0,0,15806.269543559383,0,0,4907048.465084653
CC,616,0,0,9475.57886393482,3126.119427701415,9834386.65265061,29809003.9298778,528.3734942008061,0,0,9449.025863146357,29725471.460123796,526.8928562356137,0,227090.8210375495,1662197.9291442093,26.553000788462455,1.480637965192411,638.1549629979291,4657.9046575333805,0,0,0,227728.97600054744,0,0,5937869.145918672
CC,618,0,0,13769.98046050505,9728.628559463337,42506985.792200446,60164735.472833596,981.0551025245678,0,0,13768.872345076647,60159893.819512844,980.9761538072229,0,66706.37845889115,4286492.700331644,1.1081154284038417,0.07894871734494191,5.36851277945605,344.9481071234377,0,0,0,66711.74697167061,0,0,12732256.648743507
CC,619,0,0,14742.593738187557,8739.360503295775,41178367.65310107,69464572.93785435,980.3597739031887,0,0,14737.915334745796,69442529.10331042,980.0486672809861,0,73503.65004607396,4619287.096220875,4.678403441762015,0.31110662220266627,23.33299666519997,1465.8810405572117,0,0,0,73526.98304273916,0,0,10591362.236804469
CC,620,0,0,16064.784377805228,7928.7122306778765,35474255.73734475,71876271.05175442,1001.7164103269091,0,0,16059.497571770638,71852617.08326012,1001.3867525961537,0,71098.45943432691,4481830.47667422,5.286806034589993,0.32965773075552807,23.405698883642494,1474.9384649585795,0,0,0,71121.86513321055,0,0,9089152.520627216
GT,630,0,0,5464.549371886695,5278.625911781417,51307.11199341149,53114.24815900591,379.3071245874804,0,0,4897.85800991139,47606.129633373625,339.97175465830327,0,29237.57090061408,3686.783918078605,566.6913619753044,39.33536992917715,3382.841813909234,382.33136122682174,0,0,0,32620.412714523314,0,0,4450930.250914355
GT,631,0,0,6046.761560971436,5067.947113455448,47135.36581885829,56239.007987884914,392.42477913707916,0,0,5454.419784326757,50729.82533327297,353.9827819573343,0,44601.83052662412,3649.8181821789253,592.34177664468,38.44199717974487,4843.691644647853,357.53680125508316,0,0,0,49445.52217127197,0,0,5117461.574318403
GT,632,0,0,6193.6064133559,4497.651606763413,400152.90720699925,551040.8162058089,377.4740922266398,0,0,3078.5621832743404,273897.51705140347,187.62533295445425,0,70734.75052382927,33583.60509130434,3115.044230081559,189.84875927218553,71572.98224561395,16890.710885246855,0,0,0,142307.73276944322,0,0,4680388.13978789
GT,633,0,0,6599.871332873153,4138.652071119102,494086.88651189173,787915.9258141327,379.1428816092931,0,0,6134.634332057784,732374.2911773175,352.4164064669945,0,207925.67981552673,45263.414923117234,465.23700081536833,26.72647514229865,15768.620333956205,3190.7009005772957,0,0,0,223694.30014948294,0,0,5512706.033416373
GT,634,0,0,7109.537960847328,3830.227514201606,54196.22605986532,100597.19039629736,386.2480948542619,0,0,7052.580812916178,99791.26895858734,383.15371797662345,0,61304.594876259755,5465.2599581352315,56.957147931149464,3.094376877638458,495.10030042215334,43.784226433836565,0,0,0,61799.69517668191,0,0,5405408.405489016
GT,635,0,0,7491.265927997418,3440.745923400409,471685.6881004639,1026964.211440211,385.97433922665834,0,0,6645.565204769185,911028.6159491204,342.40109259933115,0,45196.944223111714,52912.5299688865,845.700723228233,43.57324662732715,5751.668554807185,5973.378237085897,0,0,0,50948.612777918905,0,0,3912962.268503611
GT,636,0,0,8048.571978697318,3121.5881614257487,93427.06478263272,240888.4249862065,394.38259286086287,0,0,7555.6706490111565,226136.21486794355,370.23027056807547,0,63309.37626714091,11803.609620151019,492.90132968616064,24.152322292787375,4130.047112066642,722.8629988360315,0,0,0,67439.42337920755,0,0,3600751.933375291
CC,638,0,0,-19548.381891506597,6813.29892558315,34936137.65231666,-100237046.41482107,1386.382970790666,0,0,-19544.931890719934,-100219356.05605362,1386.1382946652254,4505.331339133124,313267.2545943409,7108871.463793124,-3.450000786663814,0.24467612544050235,55.296804349553526,1254.6108562077013,4506.126603949144,23105790.753318418,0,313322.5513986905,0,0,9962598.451553497
CC,639,0,0,-17772.778889339035,5311.265726216247,28035413.996106952,-93813271.58316667,1356.6012632870516,0,0,-17744.468498974915,-93663835.73206027,1354.4403231453189,4297.342587951933,311521.27432342333,7160793.679774869,-28.310390364116792,2.1609401417325977,497.0162325984975,11406.48098159433,4304.198777879531,22719630.475983687,0,312018.29055602185,0,0,9403700.570882408
CC,640,0,0,-15643.56442784214,3769.2132462869413,20717728.729502354,-85985881.66848794,1292.6808809448876,0,0,-15630.073982514938,-85911730.5476925,1291.5661196108997,4024.925794305994,572163.7909876285,7105305.557230737,-13.490445327202126,1.1147613339878695,493.83927095662614,6127.359055221961,4028.399740842324,22142364.358658865,0,572657.6302585852,0,0,11151153.457060521
CC,641,0,0,-14733.569787722143,2543.3241198677347,12228449.09856175,-70839853.55300964,1327.0701925452718,0,0,-14720.892238969212,-70778899.16720851,1325.9283106180167,4081.6544510822687,434904.48588270944,6380630.047499543,-12.677548752929619,1.1418819272551477,374.53727213968847,5490.234184046245,4085.169548703813,19641730.873026505,0,435279.0231548491,0,0,10031981.610757254
ST,642,0,0,2468.592595532996,3062.5021543298026,2715081.0429995013,2188546.6919736196,237.13778076509655,0,0,1226.7394636985707,1087573.7859901206,117.84296628161681,0,4713.718651264673,210236.02945846255,1241.8531318344253,119.29481448347974,4771.79257933919,105761.58742429336,0,0,0,9485.511230603863,0,0,3652112.3515592646
ST,643,0,0,2602.4907277447937,2717.8791385899763,88583.13337589831,84822.30867887568,228.10325261258936,0,0,202.2258183693765,6591.093910805122,17.724699819495747,0,17.724699819495747,7434.510447046612,2400.264909375417,210.3785527930936,210.3785527930936,6856.813879945869,0,0,0,228.10325261258936,0,0,2929179.5822036276
ST,645,0,0,2271.221246176145,3062.5021543298026,3144090.669384871,2331729.1444563298,237.13778076509655,0,0,1225.3164800625248,1257960.2945132228,127.93506194349489,0,6012.947911344259,243455.3989808828,1045.9047661136206,109.20271882160166,5132.5277846152785,112112.00254440134,0,0,0,11145.475695959538,0,0,3652112.3515592646
ST,646,0,0,2412.6388761521107,2717.8791385899763,125373.13445753761,111292.69654508123,228.10325261258936,0,0,129.79357143935172,5987.2518438152565,12.27134989250418,0,12.27134989250418,10522.182297935573,2282.8453047127587,215.83190272008517,215.83190272008517,9956.11680289425,0,0,0,228.10325261258936,0,0,2929179.5822036276
ST,648,0,0,2432.365898168095,4964.217201776535,11576307.538562689,5672156.261299233,384.3926930143904,0,0,1451.0464683429384,3383768.1728091477,229.31239912360263,0,37607.23345627083,896384.6360949804,981.319429825157,155.08029389078777,25433.168198089195,361639.52991581004,0,0,0,63040.40165436002,0,0,5919956.311801711
ST,649,0,0,2709.1920143372067,4405.594410133752,8970809.42370929,5516541.694567004,369.74801431556824,0,0,1599.4934107905674,3256938.6164273154,218.29737774985057,0,47807.12572721727,752892.4958662266,1109.6986035466396,151.45063656571767,33167.68940789217,308388.5331353649,0,0,0,80974.81513510944,0,0,4748105.613088138
ST,652,0,0,2144.00560279248,4964.217201776535,11325947.98744623,4891586.116201938,384.3926930143904,0,0,1183.2205207611107,2699538.221458875,212.13625645980886,0,34366.07354648904,876998.6225174338,960.7850820313699,172.25643655458154,27905.542721842212,393006.05948946654,0,0,0,62271.61626833124,0,0,5919956.311801711
ST,653,0,0,2431.8177339197773,4405.594410133752,7727905.758927975,4265680.52369834,369.74801431556824,0,0,1186.3800588065315,2081043.4268845825,180.3842717522402,0,32829.93745890771,648579.4068126017,1245.4376751132456,189.363742563328,34464.201146525695,332165.20188994636,0,0,0,67294.13860543341,0,0,4748105.613088138
ST,656,0,0,5266.047492614417,18649.81677453237,48353638.17956234,13653354.248605143,1171.8296192840096,0,0,2435.5890343141054,6314785.412806655,541.9805603377959,0,359333.1115039587,3038218.8792508417,2830.458458300312,629.8490589462139,417589.92608133977,1633018.3761168185,0,0,0,776923.0375852984,0,0,23828068.904652778
ST,657,0,0,6372.168571247328,17302.546688723814,39522676.79115242,14555380.975465123,1160.0137992027114,0,0,2102.873474263224,4803407.853836759,382.8150841974966,0,200595.10411948824,2649716.9049134394,4269.295096984104,777.1987150052148,407252.12666273257,1775286.2724923922,0,0,0,607847.2307822208,0,0,28843925.61848057
ST,658,0,0,7800.795431791853,16720.793580204296,34110393.17931895,15913610.67963164,1201.5089229135588,0,0,4898.655423668975,9993249.527891751,754.5100052015083,0,504767.1934798091,2451076.354268394,2902.140008122878,446.99891771205046,299042.27594936173,911877.1044419403,0,0,0,803809.4694291708,0,0,20827509.98734342
ST,659,0,0,2496.519236380239,3833.0672125160104,339332.6479791477,221011.1214448859,296.80470624792724,0,0,567.2622471043888,50218.425541821845,67.4403393988965,0,539.522715191172,26275.439829210027,1929.2569892758502,229.36436684903074,1834.914934792246,20305.101277849597,0,0,0,2374.437649983418,0,0,1489607.812313299
ST,660,0,0,2274.6775257555046,3833.0672125160104,344099.2843967739,204200.67414683357,296.80470624792724,0,0,795.8035851757298,71440.29285090757,103.83812503298887,0,934.5431252968998,26644.533310562154,1478.873940579775,192.9665812149384,1736.6992309344455,17322.853690574284,0,0,0,2671.242356231345,0,0,1489607.812313299
ST,661,0,0,2818.6279185769567,8906.004810484379,30221827.238949053,9564792.274290087,559.593713578087,0,0,1289.0029568706052,4374130.207877036,255.9110220594597,0,42993.05170598923,1898937.278346145,1529.6249617063518,303.6826915186272,51018.69217512938,1030523.3417043086,0,0,0,94011.74388111861,0,0,8665032.739271425
ST,662,0,0,3343.779109106169,8262.631526430569,26171792.192409735,10591382.624398941,553.9512050346485,0,0,1350.6393486405714,4278134.907316046,223.75529911922223,0,56833.84597628245,1754634.1957190998,1993.1397604655974,330.19590591542624,83869.76010251827,1045891.8087729674,0,0,0,140703.60607880072,0,0,10235008.014217697
ST,663,0,0,4036.7642108437853,7984.822041992943,17936755.41365457,9068010.774906043,573.7667225728748,0,0,2413.8709864892735,5422414.33272677,343.0962950254166,0,40828.45910802458,1288884.5002630989,1622.8932243545119,230.67042754745813,27449.780878147518,518167.9714741901,0,0,0,68278.23998617209,0,0,6949970.671342444
CC,665,0,0,-17863.25717220479,8761.453751593732,48490776.59109762,-98865238.26815158,1266.8729147939866,489.1401215420798,0,-17854.21869659253,-98815214.29792193,1266.231900681397,8542.751090119596,541947.2534916379,7011582.007085672,-9.038475612262236,0.6410141125896203,274.35404018835743,3547.7299779925042,8547.075751349628,47304289.05026091,0,542221.6075318262,0,0,9061314.705097102
CC,666,0,0,-17199.249842371348,7767.31515516756,37734438.73977023,-83555775.26877934,1312.8236281466689,506.88170970913853,0,-17177.835111203563,-83451740.23926957,1311.189035630999,8735.854643279881,604458.1454258905,6377836.071124978,-21.414731167786545,1.6345925156700263,753.5471497238821,7941.023367128577,8746.745187838938,42492613.45386576,0,605211.6925756143,0,0,9906470.970609188
CC,667,0,0,-16066.542110293925,6526.051855495694,36216871.54939098,-89162621.55676647,1327.9333928801127,512.7155957066072,0,-16051.466001101908,-89078955.42567189,1326.6873208446148,8654.736088027194,587722.4831341642,7369477.623072454,-15.07610919201848,1.246072035497992,552.0099117256104,6915.1811616261075,8662.864924750409,48075294.7075042,0,588274.4930458899,0,0,9971807.533191167
CC,668,0,0,-14422.889396092043,5087.344020303282,26919085.723111205,-76317031.9284222,1299.4072751159258,501.7016506239096,0,-14408.728453067804,-76242100.95507574,1298.1314674824578,8266.541621831817,445259.093346483,6875661.580675782,-14.160943024239751,1.2758076334680244,437.60201827953233,6750.786837780629,8274.666004583254,43784427.1231753,0,445696.69536476256,0,0,9367099.278078511
CC,669,0,0,-12505.976953800238,3610.304107944962,18347651.90084452,-63555674.250089705,1238.181760964223,478.06245597074246,0,-12471.696814777644,-63381461.76297123,1234.7877803853448,7723.224039367473,619863.4657534431,6292469.349092452,-34.28013902259716,3.3939805788783093,1703.7782505969112,17248.29054772671,7744.452361199229,39357492.288049385,0,621567.2440040399,0,0,9263976.856101735
CC,670,0,0,-11568.423447926807,2436.0981769443174,12606367.874973787,-59864500.98696963,1271.1212273270169,490.7803966513579,0,-11534.776007748407,-59690381.56396997,1267.424096456203,7830.747628045214,662862.8024465941,6577822.666191679,-33.64744017839904,3.6971308708140196,1933.5994454357322,19131.984203471224,7853.590257342028,40640910.47740506,0,664796.4018920298,0,0,8824527
CC,671,0,0,12300.62035948734,5991.369151350448,25891488.368027307,53156692.72112886,1219.1351434711707,0,0,12300.62035948734,53156692.72112886,1219.1351434711707,64810.96979981797,633950.2746050088,5268449.095499707,0,0,0,0,64810.96979981797,280078297.34783155,0,633950.2746050088,0,0,7288576.031506982
