prime_mover,cls,formula,mean_rmse
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + duct_burners_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + duct_burners_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + CHP_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + duct_burners_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + duct_burners_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_age_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + duct_burners_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + duct_burners_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + duct_burners_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + CHP_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + duct_burners_fixed_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + duct_burners_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + gen_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + gen_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_age_fixed_adj + oil_starts_adj,7869399.561129687
CC,2,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + oil_starts_adj,7869399.561129687
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj,6630094.755415751
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj,6630094.755415751
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj + duct_burners_fixed_adj,6678417.98038333
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj,6638084.9286659695
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,6608464.41128967
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,6635742.667957477
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj + gen_adj,6594839.55182446
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj + gen_adj + oil_starts_adj,6602647.68550037
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + CHP_fixed_adj + oil_starts_adj,6628686.506007471
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj,6624273.8705306295
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj,6624273.8705306295
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj,6671295.0045098215
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj,6656912.293334834
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + gen_adj + oil_starts_adj,6628156.448899217
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + duct_burners_fixed_adj + oil_starts_adj,6639446.5838161055
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + gen_adj,6610027.638260495
CC,3,real_opex ~ 0 + capacity_adj + age_variable_adj + age_obs_variable_adj + pollution_variable_adj + starts_adj + age_fixed_adj + CHP_fixed_adj + gen_adj + oil_starts_adj,6621238.370794096
